pais,iso3c,departamento,fecha_resultado,n,n_acum
Peru,PER,JUNIN,2020-05-06,57,813
Peru,PER,JUNIN,2020-05-07,64,877
Peru,PER,JUNIN,2020-05-08,42,919
Peru,PER,JUNIN,2020-05-09,35,954
Peru,PER,JUNIN,2020-05-10,18,972
Peru,PER,JUNIN,2020-05-11,44,1016
Peru,PER,JUNIN,2020-05-12,39,1055
Peru,PER,JUNIN,2020-05-13,74,1129
Peru,PER,JUNIN,2020-05-14,29,1158
Peru,PER,JUNIN,2020-05-15,51,1209
Peru,PER,JUNIN,2020-05-16,43,1252
Peru,PER,JUNIN,2020-05-17,8,1260
Peru,PER,JUNIN,2020-05-18,102,1362
Peru,PER,JUNIN,2020-05-19,41,1403
Peru,PER,JUNIN,2020-05-20,47,1450
Peru,PER,JUNIN,2020-05-21,39,1489
Peru,PER,JUNIN,2020-05-22,54,1543
Peru,PER,JUNIN,2020-05-23,38,1581
Peru,PER,JUNIN,2020-05-24,21,1602
Peru,PER,JUNIN,2020-05-25,51,1653
Peru,PER,JUNIN,2020-05-26,53,1706
Peru,PER,JUNIN,2020-05-27,90,1796
Peru,PER,JUNIN,2020-05-28,70,1866
Peru,PER,JUNIN,2020-05-29,77,1943
Peru,PER,JUNIN,2020-05-30,48,1991
Peru,PER,JUNIN,2020-05-31,15,2006
Peru,PER,JUNIN,2020-06-01,47,2053
Peru,PER,JUNIN,2020-06-02,67,2120
Peru,PER,JUNIN,2020-06-03,47,2167
Peru,PER,JUNIN,2020-06-04,31,2198
Peru,PER,JUNIN,2020-06-05,28,2226
Peru,PER,JUNIN,2020-06-06,50,2276
Peru,PER,JUNIN,2020-06-07,42,2318
Peru,PER,JUNIN,2020-06-08,86,2404
Peru,PER,JUNIN,2020-06-09,58,2462
Peru,PER,JUNIN,2020-06-10,98,2560
Peru,PER,JUNIN,2020-06-11,179,2739
Peru,PER,JUNIN,2020-06-12,89,2828
Peru,PER,JUNIN,2020-06-13,69,2897
Peru,PER,JUNIN,2020-06-14,55,2952
Peru,PER,JUNIN,2020-06-15,62,3014
Peru,PER,JUNIN,2020-06-16,57,3071
Peru,PER,JUNIN,2020-06-17,100,3171
Peru,PER,JUNIN,2020-06-18,86,3257
Peru,PER,JUNIN,2020-06-19,41,3298
Peru,PER,JUNIN,2020-06-20,85,3383
Peru,PER,JUNIN,2020-06-21,28,3411
Peru,PER,JUNIN,2020-06-22,93,3504
Peru,PER,JUNIN,2020-06-23,79,3583
Peru,PER,JUNIN,2020-06-24,62,3645
Peru,PER,JUNIN,2020-06-25,102,3747
Peru,PER,JUNIN,2020-06-26,90,3837
Peru,PER,JUNIN,2020-06-27,82,3919
Peru,PER,JUNIN,2020-06-28,85,4004
Peru,PER,JUNIN,2020-06-29,120,4124
Peru,PER,JUNIN,2020-06-30,71,4195
Peru,PER,JUNIN,2020-07-01,75,4270
Peru,PER,JUNIN,2020-07-02,88,4358
Peru,PER,JUNIN,2020-07-03,122,4480
Peru,PER,JUNIN,2020-07-04,78,4558
Peru,PER,JUNIN,2020-07-05,162,4720
Peru,PER,JUNIN,2020-07-06,193,4913
Peru,PER,JUNIN,2020-07-07,107,5020
Peru,PER,JUNIN,2020-07-08,58,5078
Peru,PER,JUNIN,2020-07-09,35,5113
Peru,PER,JUNIN,2020-07-10,155,5268
Peru,PER,JUNIN,2020-07-11,204,5472
Peru,PER,JUNIN,2020-07-12,115,5587
Peru,PER,JUNIN,2020-07-13,49,5636
Peru,PER,JUNIN,2020-07-14,161,5797
Peru,PER,JUNIN,2020-07-15,82,5879
Peru,PER,JUNIN,2020-07-16,166,6045
Peru,PER,JUNIN,2020-07-17,177,6222
Peru,PER,JUNIN,2020-07-18,176,6398
Peru,PER,JUNIN,2020-07-19,58,6456
Peru,PER,JUNIN,2020-07-20,125,6581
Peru,PER,JUNIN,2020-07-21,122,6703
Peru,PER,JUNIN,2020-07-22,199,6902
Peru,PER,JUNIN,2020-07-23,159,7061
Peru,PER,JUNIN,2020-07-24,156,7217
Peru,PER,JUNIN,2020-07-25,136,7353
Peru,PER,JUNIN,2020-07-26,139,7492
Peru,PER,JUNIN,2020-07-27,242,7734
Peru,PER,JUNIN,2020-07-28,129,7863
Peru,PER,JUNIN,2020-07-29,185,8048
Peru,PER,JUNIN,2020-07-30,175,8223
Peru,PER,JUNIN,2020-07-31,247,8470
Peru,PER,JUNIN,2020-08-01,186,8656
Peru,PER,JUNIN,2020-08-02,110,8766
Peru,PER,JUNIN,2020-08-03,273,9039
Peru,PER,JUNIN,2020-08-04,224,9263
Peru,PER,JUNIN,2020-08-05,239,9502
Peru,PER,JUNIN,2020-08-06,303,9805
Peru,PER,JUNIN,2020-08-07,252,10057
Peru,PER,JUNIN,2020-08-08,158,10215
Peru,PER,JUNIN,2020-08-09,87,10302
Peru,PER,JUNIN,2020-08-10,322,10624
Peru,PER,JUNIN,2020-08-11,228,10852
Peru,PER,JUNIN,2020-08-12,270,11122
Peru,PER,JUNIN,2020-08-13,306,11428
Peru,PER,JUNIN,2020-08-14,468,11896
Peru,PER,JUNIN,2020-08-15,410,12306
Peru,PER,JUNIN,2020-08-16,77,12383
Peru,PER,JUNIN,2020-08-17,386,12769
Peru,PER,JUNIN,2020-08-18,320,13089
Peru,PER,JUNIN,2020-08-19,256,13345
Peru,PER,JUNIN,2020-08-20,245,13590
Peru,PER,JUNIN,2020-08-21,203,13793
Peru,PER,JUNIN,2020-08-22,189,13982
Peru,PER,JUNIN,2020-08-23,74,14056
Peru,PER,JUNIN,2020-08-24,207,14263
Peru,PER,JUNIN,2020-08-25,378,14641
Peru,PER,JUNIN,2020-08-26,315,14956
Peru,PER,JUNIN,2020-08-27,206,15162
Peru,PER,JUNIN,2020-08-28,268,15430
Peru,PER,JUNIN,2020-08-29,245,15675
Peru,PER,JUNIN,2020-08-30,70,15745
Peru,PER,JUNIN,2020-08-31,200,15945
Peru,PER,JUNIN,2020-09-01,160,16105
Peru,PER,JUNIN,2020-09-02,204,16309
Peru,PER,JUNIN,2020-09-03,77,16386
Peru,PER,JUNIN,2020-09-04,332,16718
Peru,PER,JUNIN,2020-09-05,84,16802
Peru,PER,JUNIN,2020-09-06,86,16888
Peru,PER,JUNIN,2020-09-07,161,17049
Peru,PER,JUNIN,2020-09-08,225,17274
Peru,PER,JUNIN,2020-09-09,133,17407
Peru,PER,JUNIN,2020-09-10,108,17515
Peru,PER,JUNIN,2020-09-11,370,17885
Peru,PER,JUNIN,2020-09-12,137,18022
Peru,PER,JUNIN,2020-09-13,58,18080
Peru,PER,JUNIN,2020-09-14,176,18256
Peru,PER,JUNIN,2020-09-15,162,18418
Peru,PER,JUNIN,2020-09-16,165,18583
Peru,PER,JUNIN,2020-09-17,120,18703
Peru,PER,JUNIN,2020-09-18,206,18909
Peru,PER,JUNIN,2020-09-19,164,19073
Peru,PER,JUNIN,2020-09-20,77,19150
Peru,PER,JUNIN,2020-09-21,195,19345
Peru,PER,JUNIN,2020-09-22,213,19558
Peru,PER,JUNIN,2020-09-23,159,19717
Peru,PER,JUNIN,2020-09-24,157,19874
Peru,PER,JUNIN,2020-09-25,126,20000
Peru,PER,JUNIN,2020-09-26,190,20190
Peru,PER,JUNIN,2020-09-27,58,20248
Peru,PER,JUNIN,2020-09-28,63,20311
Peru,PER,JUNIN,2020-09-29,84,20395
Peru,PER,JUNIN,2020-09-30,78,20473
Peru,PER,JUNIN,2020-10-01,71,20544
Peru,PER,JUNIN,2020-10-02,40,20584
Peru,PER,JUNIN,2020-10-03,61,20645
Peru,PER,JUNIN,2020-10-04,22,20667
Peru,PER,JUNIN,2020-10-05,67,20734
Peru,PER,JUNIN,2020-10-06,61,20795
Peru,PER,JUNIN,2020-10-07,83,20878
Peru,PER,JUNIN,2020-10-08,129,21007
Peru,PER,JUNIN,2020-10-09,128,21135
Peru,PER,JUNIN,2020-10-10,84,21219
Peru,PER,JUNIN,2020-10-11,43,21262
Peru,PER,JUNIN,2020-10-12,274,21536
Peru,PER,JUNIN,2020-10-13,271,21807
Peru,PER,JUNIN,2020-10-14,165,21972
Peru,PER,JUNIN,2020-10-15,152,22124
Peru,PER,JUNIN,2020-10-16,179,22303
Peru,PER,JUNIN,2020-10-17,104,22407
Peru,PER,JUNIN,2020-10-18,29,22436
Peru,PER,JUNIN,2020-10-19,153,22589
Peru,PER,JUNIN,2020-10-20,114,22703
Peru,PER,JUNIN,2020-10-21,124,22827
Peru,PER,JUNIN,2020-10-22,108,22935
Peru,PER,JUNIN,2020-10-23,124,23059
Peru,PER,JUNIN,2020-10-24,68,23127
Peru,PER,JUNIN,2020-10-25,50,23177
Peru,PER,JUNIN,2020-10-26,123,23300
Peru,PER,JUNIN,2020-10-27,87,23387
Peru,PER,JUNIN,2020-10-28,123,23510
Peru,PER,JUNIN,2020-10-29,94,23604
Peru,PER,JUNIN,2020-10-30,88,23692
Peru,PER,JUNIN,2020-10-31,73,23765
Peru,PER,JUNIN,2020-11-01,24,23789
Peru,PER,JUNIN,2020-11-02,73,23862
Peru,PER,JUNIN,2020-11-03,78,23940
Peru,PER,JUNIN,2020-11-04,95,24035
Peru,PER,JUNIN,2020-11-05,76,24111
Peru,PER,JUNIN,2020-11-06,76,24111
Peru,PER,JUNIN,2020-11-07,36,24147
Peru,PER,JUNIN,2020-11-08,32,24179
Peru,PER,JUNIN,2020-11-09,60,24239
Peru,PER,JUNIN,2020-11-10,79,24318
Peru,PER,JUNIN,2020-11-11,80,24398
Peru,PER,JUNIN,2020-11-12,100,24498
Peru,PER,JUNIN,2020-11-13,83,24581
Peru,PER,JUNIN,2020-11-14,87,24668
Peru,PER,JUNIN,2020-11-15,17,24685
Peru,PER,JUNIN,2020-11-16,84,24769
Peru,PER,JUNIN,2020-11-17,96,24865
Peru,PER,JUNIN,2020-11-18,77,24942
Peru,PER,JUNIN,2020-11-19,81,25023
Peru,PER,JUNIN,2020-11-20,84,25107
Peru,PER,JUNIN,2020-11-21,55,25162
Peru,PER,JUNIN,2020-11-22,41,25203
Peru,PER,JUNIN,2020-11-23,80,25283
Peru,PER,JUNIN,2020-11-24,80,25363
Peru,PER,JUNIN,2020-11-25,95,25458
Peru,PER,JUNIN,2020-11-26,81,25539
Peru,PER,JUNIN,2020-11-27,51,25590
Peru,PER,JUNIN,2020-11-28,60,25650
Peru,PER,JUNIN,2020-11-29,29,25679
Peru,PER,JUNIN,2020-11-30,76,25755
Peru,PER,JUNIN,2020-12-01,77,25832
Peru,PER,JUNIN,2020-12-02,57,25889
Peru,PER,JUNIN,2020-12-03,58,25947
Peru,PER,JUNIN,2020-12-04,69,26016
Peru,PER,JUNIN,2020-12-05,42,26058
Peru,PER,JUNIN,2020-12-06,42,26058
Peru,PER,JUNIN,2020-12-07,75,26133
Peru,PER,JUNIN,2020-12-08,29,26162
Peru,PER,JUNIN,2020-12-09,156,26318
Peru,PER,JUNIN,2020-12-10,114,26432
Peru,PER,JUNIN,2020-12-11,134,26566
Peru,PER,JUNIN,2020-12-12,51,26617
Peru,PER,JUNIN,2020-12-13,32,26649
Peru,PER,JUNIN,2020-12-14,96,26745
Peru,PER,JUNIN,2020-12-15,114,26859
Peru,PER,JUNIN,2020-12-16,120,26979
Peru,PER,JUNIN,2020-12-17,129,27108
Peru,PER,JUNIN,2020-12-18,89,27197
Peru,PER,JUNIN,2020-12-19,90,27287
Peru,PER,JUNIN,2020-12-20,34,27321
Peru,PER,JUNIN,2020-12-21,107,27428
Peru,PER,JUNIN,2020-12-22,132,27560
Peru,PER,JUNIN,2020-12-23,82,27642
Peru,PER,JUNIN,2020-12-24,103,27745
Peru,PER,JUNIN,2020-12-25,29,27774
Peru,PER,JUNIN,2020-12-26,90,27864
Peru,PER,JUNIN,2020-12-27,30,27894
Peru,PER,JUNIN,2020-12-28,129,28023
Peru,PER,JUNIN,2020-12-29,207,28230
Peru,PER,JUNIN,2020-12-30,229,28459
Peru,PER,JUNIN,2020-12-31,73,28532
Peru,PER,JUNIN,2021-01-01,21,28553
Peru,PER,JUNIN,2021-01-02,26,28579
Peru,PER,JUNIN,2021-01-03,23,28602
Peru,PER,JUNIN,2021-01-04,43,28645
Peru,PER,JUNIN,2021-01-05,166,28811
Peru,PER,JUNIN,2021-01-06,109,28920
Peru,PER,JUNIN,2021-01-07,182,29102
Peru,PER,JUNIN,2021-01-08,53,29155
Peru,PER,JUNIN,2021-01-09,141,29296
Peru,PER,JUNIN,2021-01-10,68,29364
Peru,PER,JUNIN,2021-01-11,171,29535
Peru,PER,JUNIN,2021-01-12,498,30033
Peru,PER,JUNIN,2021-01-13,320,30353
Peru,PER,JUNIN,2021-01-14,284,30637
Peru,PER,JUNIN,2021-01-15,320,30957
Peru,PER,JUNIN,2021-01-16,230,31187
Peru,PER,JUNIN,2021-01-17,40,31227
Peru,PER,JUNIN,2021-01-18,301,31528
Peru,PER,JUNIN,2021-01-19,359,31887
Peru,PER,JUNIN,2021-01-20,325,32212
Peru,PER,JUNIN,2021-01-21,353,32565
Peru,PER,JUNIN,2021-01-22,289,32854
Peru,PER,JUNIN,2021-01-23,361,33215
Peru,PER,JUNIN,2021-01-24,75,33290
Peru,PER,JUNIN,2021-01-25,471,33761
Peru,PER,JUNIN,2021-01-26,450,34211
Peru,PER,JUNIN,2021-01-27,398,34609
Peru,PER,JUNIN,2021-01-28,325,34934
Peru,PER,JUNIN,2021-01-29,363,35297
Peru,PER,JUNIN,2021-01-30,180,35477
Peru,PER,JUNIN,2021-01-31,67,35544
Peru,PER,JUNIN,2021-02-01,407,35951
Peru,PER,JUNIN,2021-02-02,397,36348
Peru,PER,JUNIN,2021-02-03,381,36729
Peru,PER,JUNIN,2021-02-04,339,37068
Peru,PER,JUNIN,2021-02-05,478,37546
Peru,PER,JUNIN,2021-02-06,249,37795
Peru,PER,JUNIN,2021-02-07,140,37935
Peru,PER,JUNIN,2021-02-08,586,38521
Peru,PER,JUNIN,2021-02-09,433,38954
Peru,PER,JUNIN,2021-02-10,492,39446
Peru,PER,JUNIN,2021-02-11,354,39800
Peru,PER,JUNIN,2021-02-12,329,40129
Peru,PER,JUNIN,2021-02-13,274,40403
Peru,PER,JUNIN,2021-02-14,78,40481
Peru,PER,JUNIN,2021-02-15,436,40917
Peru,PER,JUNIN,2021-02-16,420,41337
Peru,PER,JUNIN,2021-02-17,350,41687
Peru,PER,JUNIN,2021-02-18,268,41955
Peru,PER,JUNIN,2021-02-19,295,42250
Peru,PER,JUNIN,2021-02-20,228,42478
Peru,PER,JUNIN,2021-02-21,52,42530
Peru,PER,JUNIN,2021-02-22,323,42853
Peru,PER,JUNIN,2021-02-23,236,43089
Peru,PER,JUNIN,2021-02-24,253,43342
Peru,PER,JUNIN,2021-02-25,222,43564
Peru,PER,JUNIN,2021-02-26,286,43850
Peru,PER,JUNIN,2021-02-27,149,43999
Peru,PER,JUNIN,2021-02-28,62,44061
Peru,PER,JUNIN,2021-03-01,304,44365
Peru,PER,JUNIN,2021-03-02,244,44609
Peru,PER,JUNIN,2021-03-03,301,44910
Peru,PER,JUNIN,2021-03-04,211,45121
Peru,PER,JUNIN,2021-03-05,265,45386
Peru,PER,JUNIN,2021-03-06,139,45525
Peru,PER,JUNIN,2021-03-07,56,45581
Peru,PER,JUNIN,2021-03-08,265,45846
Peru,PER,JUNIN,2021-03-09,287,46133
Peru,PER,JUNIN,2021-03-10,209,46342
Peru,PER,JUNIN,2021-03-11,250,46592
Peru,PER,JUNIN,2021-03-12,240,46832
Peru,PER,JUNIN,2021-03-13,137,46969
Peru,PER,JUNIN,2021-03-14,60,47029
Peru,PER,JUNIN,2021-03-15,266,47295
Peru,PER,JUNIN,2021-03-16,254,47549
Peru,PER,JUNIN,2021-03-17,218,47767
Peru,PER,JUNIN,2021-03-18,259,48026
Peru,PER,JUNIN,2021-03-19,265,48291
Peru,PER,JUNIN,2021-03-20,172,48463
Peru,PER,JUNIN,2021-03-21,58,48521
Peru,PER,JUNIN,2021-03-22,280,48801
Peru,PER,JUNIN,2021-03-23,297,49098
Peru,PER,JUNIN,2021-03-24,299,49397
Peru,PER,JUNIN,2021-03-25,295,49692
Peru,PER,JUNIN,2021-03-26,382,50074
Peru,PER,JUNIN,2021-03-27,192,50266
Peru,PER,JUNIN,2021-03-28,72,50338
Peru,PER,JUNIN,2021-03-29,320,50658
Peru,PER,JUNIN,2021-03-30,367,51025
Peru,PER,JUNIN,2021-03-31,361,51386
Peru,PER,JUNIN,2021-04-01,199,51585
Peru,PER,JUNIN,2021-04-02,249,51834
Peru,PER,JUNIN,2021-04-03,238,52072
Peru,PER,JUNIN,2021-04-04,124,52196
Peru,PER,JUNIN,2021-04-05,407,52603
Peru,PER,JUNIN,2021-04-06,439,53042
Peru,PER,JUNIN,2021-04-07,411,53453
Peru,PER,JUNIN,2021-04-08,451,53904
Peru,PER,JUNIN,2021-04-09,417,54321
Peru,PER,JUNIN,2021-04-10,312,54633
Peru,PER,JUNIN,2021-04-11,109,54742
Peru,PER,JUNIN,2021-04-12,573,55315
Peru,PER,JUNIN,2021-04-13,412,55727
Peru,PER,JUNIN,2021-04-14,528,56255
Peru,PER,JUNIN,2021-04-15,403,56658
Peru,PER,JUNIN,2021-04-16,527,57185
Peru,PER,JUNIN,2021-04-17,298,57483
Peru,PER,JUNIN,2021-04-18,96,57579
Peru,PER,JUNIN,2021-04-19,459,58038
Peru,PER,JUNIN,2021-04-20,456,58494
Peru,PER,JUNIN,2021-04-21,505,58999
Peru,PER,JUNIN,2021-04-22,447,59446
Peru,PER,JUNIN,2021-04-23,476,59922
Peru,PER,JUNIN,2021-04-24,404,60326
Peru,PER,JUNIN,2021-04-25,133,60459
Peru,PER,JUNIN,2021-04-26,528,60987
Peru,PER,JUNIN,2021-04-27,533,61520
Peru,PER,JUNIN,2021-04-28,426,61946
Peru,PER,JUNIN,2021-04-29,422,62368
Peru,PER,JUNIN,2021-04-30,545,62913
Peru,PER,JUNIN,2021-05-01,173,63086
Peru,PER,JUNIN,2021-05-02,91,63177
Peru,PER,JUNIN,2021-05-03,453,63630
Peru,PER,JUNIN,2021-05-04,416,64046
Peru,PER,JUNIN,2021-05-05,467,64513
Peru,PER,JUNIN,2021-05-06,374,64887
Peru,PER,JUNIN,2021-05-07,426,65313
Peru,PER,JUNIN,2021-05-08,300,65613
Peru,PER,JUNIN,2021-05-09,98,65711
Peru,PER,JUNIN,2021-05-10,536,66247
Peru,PER,JUNIN,2021-05-11,398,66645
Peru,PER,JUNIN,2021-05-12,464,67109
Peru,PER,JUNIN,2021-05-13,350,67459
Peru,PER,JUNIN,2021-05-14,399,67858
Peru,PER,JUNIN,2021-05-15,302,68160
Peru,PER,JUNIN,2021-05-16,112,68272
Peru,PER,JUNIN,2021-05-17,495,68767
Peru,PER,JUNIN,2021-05-18,440,69207
Peru,PER,JUNIN,2021-05-19,408,69615
Peru,PER,JUNIN,2021-05-20,424,70039
Peru,PER,JUNIN,2021-05-21,367,70406
Peru,PER,JUNIN,2021-05-22,277,70683
Peru,PER,JUNIN,2021-05-23,100,70783
Peru,PER,JUNIN,2021-05-24,387,71170
Peru,PER,JUNIN,2021-05-25,351,71521
Peru,PER,JUNIN,2021-05-26,355,71876
Peru,PER,JUNIN,2021-05-27,326,72202
Peru,PER,JUNIN,2021-05-28,286,72488
Peru,PER,JUNIN,2021-05-29,256,72744
Peru,PER,JUNIN,2021-05-30,107,72851
Peru,PER,JUNIN,2021-05-31,455,73306
Peru,PER,JUNIN,2021-06-01,285,73591
Peru,PER,JUNIN,2021-06-02,358,73949
Peru,PER,JUNIN,2021-06-03,331,74280
Peru,PER,JUNIN,2021-06-04,323,74603
Peru,PER,JUNIN,2021-06-05,214,74817
Peru,PER,JUNIN,2021-06-06,55,74872
Peru,PER,JUNIN,2021-06-07,258,75130
Peru,PER,JUNIN,2021-06-08,252,75382
Peru,PER,JUNIN,2021-06-09,225,75607
Peru,PER,JUNIN,2021-06-10,227,75834
Peru,PER,JUNIN,2021-06-11,248,76082
Peru,PER,JUNIN,2021-06-12,175,76257
Peru,PER,JUNIN,2021-06-13,56,76313
Peru,PER,JUNIN,2021-06-14,312,76625
Peru,PER,JUNIN,2021-06-15,315,76940
Peru,PER,JUNIN,2021-06-16,218,77158
Peru,PER,JUNIN,2021-06-17,213,77371
Peru,PER,JUNIN,2021-06-18,224,77595
Peru,PER,JUNIN,2021-06-19,159,77754
Peru,PER,JUNIN,2021-06-20,39,77793
Peru,PER,JUNIN,2021-06-21,244,78037
Peru,PER,JUNIN,2021-06-22,190,78227
Peru,PER,JUNIN,2021-06-23,188,78415
Peru,PER,JUNIN,2021-06-24,192,78607
Peru,PER,JUNIN,2021-06-25,211,78818
Peru,PER,JUNIN,2021-06-26,175,78993
Peru,PER,JUNIN,2021-06-27,46,79039
Peru,PER,JUNIN,2021-06-28,235,79274
Peru,PER,JUNIN,2021-06-29,93,79367
Peru,PER,JUNIN,2021-06-30,174,79541
Peru,PER,JUNIN,2021-07-01,194,79735
Peru,PER,JUNIN,2021-07-02,150,79885
Peru,PER,JUNIN,2021-07-03,131,80016
Peru,PER,JUNIN,2021-07-04,29,80045
Peru,PER,JUNIN,2021-07-05,211,80256
Peru,PER,JUNIN,2021-07-06,150,80406
Peru,PER,JUNIN,2021-07-07,150,80556
Peru,PER,JUNIN,2021-07-08,117,80673
Peru,PER,JUNIN,2021-07-09,141,80814
Peru,PER,JUNIN,2021-07-10,129,80943
Peru,PER,JUNIN,2021-07-11,31,80974
Peru,PER,JUNIN,2021-07-12,130,81104
Peru,PER,JUNIN,2021-07-13,135,81239
Peru,PER,JUNIN,2021-07-14,115,81354
Peru,PER,JUNIN,2021-07-15,114,81468
Peru,PER,JUNIN,2021-07-16,89,81557
Peru,PER,JUNIN,2021-07-17,74,81631
Peru,PER,JUNIN,2021-07-18,25,81656
Peru,PER,JUNIN,2021-07-19,127,81783
Peru,PER,JUNIN,2021-07-20,113,81896
Peru,PER,JUNIN,2021-07-21,106,82002
Peru,PER,JUNIN,2021-07-22,88,82090
Peru,PER,JUNIN,2021-07-23,63,82153
Peru,PER,JUNIN,2021-07-24,93,82246
Peru,PER,JUNIN,2021-07-25,34,82280
Peru,PER,JUNIN,2021-07-26,80,82360
Peru,PER,JUNIN,2021-07-27,100,82460
Peru,PER,JUNIN,2021-07-28,62,82522
Peru,PER,JUNIN,2021-07-29,68,82590
Peru,PER,JUNIN,2021-07-30,106,82696
Peru,PER,JUNIN,2021-07-31,74,82770
Peru,PER,JUNIN,2021-08-01,15,82785
Peru,PER,JUNIN,2021-08-02,105,82890
Peru,PER,JUNIN,2021-08-03,103,82993
Peru,PER,JUNIN,2021-08-04,103,83096
Peru,PER,JUNIN,2021-08-05,93,83189
Peru,PER,JUNIN,2021-08-06,105,83294
Peru,PER,JUNIN,2021-08-07,71,83365
Peru,PER,JUNIN,2021-08-08,24,83389
Peru,PER,JUNIN,2021-08-09,82,83471
Peru,PER,JUNIN,2021-08-10,96,83567
Peru,PER,JUNIN,2021-08-11,116,83683
Peru,PER,JUNIN,2021-08-12,87,83770
Peru,PER,JUNIN,2021-08-13,125,83895
Peru,PER,JUNIN,2021-08-14,77,83972
Peru,PER,JUNIN,2021-08-15,25,83997
Peru,PER,JUNIN,2021-08-16,115,84112
Peru,PER,JUNIN,2021-08-17,74,84186
Peru,PER,JUNIN,2021-08-18,66,84252
Peru,PER,JUNIN,2021-08-19,76,84328
Peru,PER,JUNIN,2021-08-20,97,84425
Peru,PER,JUNIN,2021-08-21,65,84490
Peru,PER,JUNIN,2021-08-22,21,84511
Peru,PER,JUNIN,2021-08-23,95,84606
Peru,PER,JUNIN,2021-08-24,108,84714
Peru,PER,JUNIN,2021-08-25,107,84821
Peru,PER,JUNIN,2021-08-26,65,84886
Peru,PER,JUNIN,2021-08-27,58,84944
Peru,PER,JUNIN,2021-08-28,64,85008
Peru,PER,JUNIN,2021-08-29,18,85026
Peru,PER,JUNIN,2021-08-30,38,85064
Peru,PER,JUNIN,2021-08-31,90,85154
Peru,PER,JUNIN,2021-09-01,63,85217
Peru,PER,JUNIN,2021-09-02,63,85280
Peru,PER,JUNIN,2021-09-03,75,85355
Peru,PER,JUNIN,2021-09-04,67,85422
Peru,PER,JUNIN,2021-09-05,20,85442
Peru,PER,JUNIN,2021-09-06,77,85519
Peru,PER,JUNIN,2021-09-07,89,85608
Peru,PER,JUNIN,2021-09-08,66,85674
Peru,PER,JUNIN,2021-09-09,62,85736
Peru,PER,JUNIN,2021-09-10,89,85825
Peru,PER,JUNIN,2021-09-11,72,85897
Peru,PER,JUNIN,2021-09-12,22,85919
Peru,PER,JUNIN,2021-09-13,83,86002
Peru,PER,JUNIN,2021-09-14,79,86081
Peru,PER,JUNIN,2021-09-15,106,86187
Peru,PER,JUNIN,2021-09-16,70,86257
Peru,PER,JUNIN,2021-09-17,99,86356
Peru,PER,JUNIN,2021-09-18,50,86406
Peru,PER,JUNIN,2021-09-19,21,86427
Peru,PER,JUNIN,2021-09-20,78,86505
Peru,PER,JUNIN,2021-09-21,99,86604
Peru,PER,JUNIN,2021-09-22,76,86680
Peru,PER,JUNIN,2021-09-23,41,86721
Peru,PER,JUNIN,2021-09-24,77,86798
Peru,PER,JUNIN,2021-09-25,24,86822
Peru,PER,JUNIN,2021-09-26,12,86834
Peru,PER,JUNIN,2021-09-27,72,86906
Peru,PER,JUNIN,2021-09-28,62,86968
Peru,PER,JUNIN,2021-09-29,57,87025
Peru,PER,JUNIN,2021-09-30,56,87081
Peru,PER,JUNIN,2021-10-01,54,87135
Peru,PER,JUNIN,2021-10-02,49,87184
Peru,PER,JUNIN,2021-10-03,16,87200
Peru,PER,JUNIN,2021-10-04,56,87256
Peru,PER,JUNIN,2021-10-05,51,87307
Peru,PER,JUNIN,2021-10-06,53,87360
Peru,PER,JUNIN,2021-10-07,43,87403
Peru,PER,JUNIN,2021-10-08,30,87433
Peru,PER,JUNIN,2021-10-09,39,87472
Peru,PER,JUNIN,2021-10-10,16,87488
Peru,PER,JUNIN,2021-10-11,42,87530
Peru,PER,JUNIN,2021-10-12,53,87583
Peru,PER,JUNIN,2021-10-13,31,87614
Peru,PER,JUNIN,2021-10-14,51,87665
Peru,PER,JUNIN,2021-10-15,50,87715
Peru,PER,JUNIN,2021-10-16,35,87750
Peru,PER,JUNIN,2021-10-17,6,87756
Peru,PER,JUNIN,2021-10-18,51,87807
Peru,PER,JUNIN,2021-10-19,53,87860
Peru,PER,JUNIN,2021-10-20,33,87893
Peru,PER,JUNIN,2021-10-21,45,87938
Peru,PER,JUNIN,2021-10-22,47,87985
Peru,PER,JUNIN,2021-10-23,42,88027
Peru,PER,JUNIN,2021-10-24,13,88040
Peru,PER,JUNIN,2021-10-25,39,88079
Peru,PER,JUNIN,2021-10-26,51,88130
Peru,PER,JUNIN,2021-10-27,54,88184
Peru,PER,JUNIN,2021-10-28,34,88218
Peru,PER,JUNIN,2021-10-29,38,88256
Peru,PER,JUNIN,2021-10-30,21,88277
Peru,PER,JUNIN,2021-10-31,16,88293
Peru,PER,JUNIN,2021-11-01,33,88326
Peru,PER,JUNIN,2021-11-02,39,88365
Peru,PER,JUNIN,2021-11-03,46,88411
Peru,PER,JUNIN,2021-11-04,60,88471
Peru,PER,JUNIN,2021-11-05,45,88516
Peru,PER,JUNIN,2021-11-06,38,88554
Peru,PER,JUNIN,2021-11-07,16,88570
Peru,PER,JUNIN,2021-11-08,68,88638
Peru,PER,JUNIN,2021-11-09,52,88690
Peru,PER,JUNIN,2021-11-10,49,88739
Peru,PER,JUNIN,2021-11-11,42,88781
Peru,PER,JUNIN,2021-11-12,41,88822
Peru,PER,JUNIN,2021-11-13,30,88852
Peru,PER,JUNIN,2021-11-14,23,88875
Peru,PER,JUNIN,2021-11-15,29,88904
